Baseline/SAMN06172444.sketch,Baseline/SAMN06172497.sketch,HPLC/SAMN06172421.sketch,HPLC/SAMN06172516.sketch,Baseline/SAMN06172402.sketch,Baseline/SAMN06172442.sketch,Baseline/SAMN06172459.sketch,HPLC/SAMN06172409.sketch,HPLC/SAMN06172419.sketch,HPLC/SAMN06172454.sketch,HPLC/SAMN06172458.sketch,LPHC/SAMN06172447.sketch,Baseline/SAMN06172436.sketch,Baseline/SAMN06172450.sketch,LPHC/SAMN06172508.sketch,Baseline/SAMN06172463.sketch,HPLC/SAMN06172413.sketch,LPHC/SAMN06172512.sketch,LPHC/SAMN06172401.sketch,Baseline/SAMN06172400.sketch,Baseline/SAMN06172408.sketch,Baseline/SAMN06172438.sketch,Baseline/SAMN06172440.sketch,Baseline/SAMN06172457.sketch,Baseline/SAMN06172465.sketch,HPLC/SAMN06172435.sketch,LPHC/SAMN06172433.sketch,Baseline/SAMN06172420.sketch,Baseline/SAMN06172485.sketch,Baseline/SAMN06172507.sketch,Baseline/SAMN06172517.sketch,HPLC/SAMN06172498.sketch,LPHC/SAMN06172429.sketch,Baseline/SAMN06172412.sketch,Baseline/SAMN06172422.sketch,Baseline/SAMN06172493.sketch,Baseline/SAMN06172521.sketch,Baseline/SAMN06172446.sketch,HPLC/SAMN06172449.sketch,HPLC/SAMN06172466.sketch,LPHC/SAMN06172427.sketch,LPHC/SAMN06172488.sketch,Baseline/SAMN06172481.sketch,HPLC/SAMN06172504.sketch,Baseline/SAMN06172473.sketch,Baseline/SAMN06172477.sketch,Baseline/SAMN06172509.sketch,HPLC/SAMN06172482.sketch,LPHC/SAMN06172518.sketch,Baseline/SAMN06172513.sketch,LPHC/SAMN06172460.sketch,LPHC/SAMN06172506.sketch,Baseline/SAMEA103957794.sketch,Baseline/SAMN06172434.sketch,Baseline/SAMN06172471.sketch,Baseline/SAMN06172475.sketch,HPLC/SAMEA103957796.sketch,HPLC/SAMN06172403.sketch,HPLC/SAMN06172441.sketch,Baseline/SAMN06172452.sketch,LPHC/SAMN06172425.sketch,LPHC/SAMN06172451.sketch,LPHC/SAMN06172490.sketch,Baseline/SAMN06172479.sketch,Baseline/SAMN06172511.sketch,LPHC/SAMN06172415.sketch,Baseline/SAMEA103957795.sketch,Baseline/SAMN06172432.sketch,Baseline/SAMN06172499.sketch,Baseline/SAMN06172515.sketch,HPLC/SAMEA103957793.sketch,HPLC/SAMN06172510.sketch,LPHC/SAMN06172472.sketch,Baseline/SAMN06172406.sketch,Baseline/SAMN06172448.sketch,Baseline/SAMN06172467.sketch,LPHC/SAMN06172445.sketch,Baseline/SAMN06172501.sketch,HPLC/SAMN06172468.sketch,HPLC/SAMN06172470.sketch,Baseline/SAMN06172414.sketch,HPLC/SAMN06172405.sketch,HPLC/SAMN06172431.sketch,LPHC/SAMN06172522.sketch,Baseline/SAMN06172416.sketch,HPLC/SAMN06172443.sketch,HPLC/SAMN06172486.sketch,HPLC/SAMN06172502.sketch,LPHC/SAMN06172456.sketch,LPHC/SAMN06172474.sketch,LPHC/SAMN06172524.sketch,Baseline/SAMN06172519.sketch,LPHC/SAMN06172407.sketch,LPHC/SAMN06172439.sketch,LPHC/SAMN06172520.sketch,Baseline/SAMN06172426.sketch,HPLC/SAMN06172437.sketch,Baseline/SAMN06172418.sketch,Baseline/SAMN06172469.sketch,Baseline/SAMN06172495.sketch,HPLC/SAMN06172480.sketch,LPHC/SAMN06172464.sketch,LPHC/SAMN06172494.sketch,Baseline/SAMN06172430.sketch,Baseline/SAMN06172483.sketch,Baseline/SAMN06172410.sketch,HPLC/SAMN06172476.sketch,HPLC/SAMN06172492.sketch,HPLC/SAMN06172514.sketch,LPHC/SAMN06172478.sketch,Baseline/SAMN06172424.sketch,Baseline/SAMN06172455.sketch,Baseline/SAMN06172487.sketch,Baseline/SAMN06172491.sketch,HPLC/SAMN06172423.sketch,HPLC/SAMN06172484.sketch,HPLC/SAMN06172496.sketch,LPHC/SAMN06172462.sketch,Baseline/SAMN06172428.sketch,Baseline/SAMN06172461.sketch,Baseline/SAMN06172489.sketch,Baseline/SAMN06172505.sketch,Baseline/SAMN06172404.sketch,Baseline/SAMN06172503.sketch,Baseline/SAMN06172523.sketch,LPHC/SAMN06172417.sketch,LPHC/SAMN06172453.sketch,LPHC/SAMN06172500.sketch
41.41,38.87,36.52,33.40,37.70,37.89,41.21,35.16,37.50,33.40,35.55,36.72,39.06,39.65,35.55,40.04,34.96,35.94,35.94,36.52,38.67,43.16,37.70,37.70,39.26,37.30,35.74,37.70,38.28,37.50,36.33,37.89,36.52,39.84,37.70,38.67,36.91,38.67,37.11,37.50,35.55,37.50,37.50,34.77,40.23,40.62,41.99,33.40,35.35,38.67,38.28,32.81,39.65,40.62,40.23,41.21,36.72,36.91,37.11,37.30,35.74,38.67,36.72,37.89,37.30,34.77,38.09,38.28,41.99,38.87,39.45,40.43,40.43,36.72,38.48,38.87,33.40,39.06,34.18,37.11,38.09,41.41,37.70,35.55,39.06,32.62,36.91,37.89,35.94,38.67,36.33,37.89,36.52,40.04,35.16,38.09,36.13,43.36,41.99,38.87,31.05,35.55,100.00,34.77,36.33,41.21,36.33,34.18,34.18,40.23,41.02,41.60,37.30,38.28,35.74,37.50,34.57,35.74,36.72,36.52,39.45,39.26,36.52,41.21,39.65,33.98,37.11,37.89
39.26,40.43,36.91,34.96,43.95,42.97,38.48,39.45,35.74,37.11,37.30,38.87,38.28,42.38,37.50,38.28,38.48,38.09,40.62,40.82,42.77,42.58,41.60,45.51,39.84,35.94,43.55,38.67,40.62,35.55,41.80,40.04,40.43,40.23,40.62,42.77,38.28,40.82,39.84,36.52,38.87,37.50,39.65,39.45,39.45,43.16,39.84,32.23,39.45,42.38,37.11,38.87,43.16,42.58,36.72,45.70,38.28,36.33,41.41,41.02,36.72,41.80,36.52,41.21,42.58,39.84,41.02,41.41,42.19,44.34,40.43,36.52,38.87,39.45,44.14,38.67,36.52,41.21,36.13,36.33,41.21,36.33,36.72,38.87,42.77,38.09,39.06,37.50,38.28,38.48,39.26,37.11,40.43,40.62,37.89,41.02,38.48,41.80,44.34,37.89,39.65,36.33,34.77,100.00,42.58,40.82,40.43,36.13,37.30,35.94,42.19,43.16,40.23,40.04,36.13,37.11,38.87,40.82,43.16,40.82,42.97,42.77,38.28,37.30,40.04,32.42,41.21,38.87
41.41,39.45,37.70,33.79,43.36,38.09,40.82,37.30,37.70,38.48,39.26,36.33,42.97,43.95,39.26,42.77,35.35,40.04,38.48,40.82,37.50,42.38,45.31,44.73,41.02,35.16,36.72,38.87,41.80,40.04,38.28,42.19,39.65,40.04,41.02,43.16,40.43,41.02,37.11,35.16,36.72,38.48,39.84,36.33,41.41,40.04,43.55,33.40,37.50,43.55,36.13,40.43,42.77,38.28,38.48,39.06,35.74,41.41,40.82,41.80,39.26,37.89,35.55,40.62,38.48,38.28,42.58,40.23,42.58,41.60,39.65,39.84,38.67,39.84,37.89,40.04,36.33,38.48,37.50,33.79,42.19,36.33,36.52,38.67,43.36,36.52,39.65,36.33,38.28,37.11,36.33,41.21,39.26,35.94,36.91,41.41,40.04,39.84,45.70,40.43,40.82,41.41,36.33,42.58,100.00,41.21,37.89,37.11,41.41,35.16,44.14,39.65,44.53,39.84,34.77,38.67,40.04,45.12,41.41,43.36,38.87,38.87,42.38,41.80,43.16,34.77,37.30,38.67
42.58,42.77,40.04,38.09,43.55,42.38,39.45,39.26,39.06,38.87,38.87,35.94,39.26,42.38,39.26,39.06,37.50,37.89,39.65,41.60,38.67,39.45,44.53,41.02,41.02,39.06,37.89,41.02,42.38,39.65,38.48,40.62,40.62,41.02,40.23,41.41,40.04,41.99,38.09,38.28,39.65,39.84,38.67,38.87,45.51,43.95,43.55,37.30,37.11,42.77,35.94,38.87,41.21,43.36,42.97,43.36,39.06,39.26,39.65,41.60,40.04,38.28,37.30,38.87,45.31,41.02,46.29,41.41,41.02,41.21,41.99,39.65,39.26,42.38,39.65,38.67,36.52,42.97,33.79,34.96,44.34,39.26,37.50,36.33,45.12,39.26,39.84,41.21,42.19,39.45,37.30,39.65,37.50,37.50,37.11,39.45,39.06,44.34,44.73,43.95,37.89,40.04,41.21,40.82,41.21,100.00,38.48,41.60,38.28,36.52,47.66,45.70,41.02,43.95,36.72,38.48,43.95,41.80,44.73,43.95,37.70,42.77,44.14,41.21,43.95,36.91,42.38,40.62
40.62,39.65,36.91,35.55,40.23,40.82,35.74,32.81,39.84,36.52,34.77,34.38,38.48,39.65,33.20,39.65,35.94,35.16,38.48,38.67,37.30,34.77,36.91,39.26,41.02,35.35,36.33,35.74,39.06,36.91,38.09,34.77,37.50,38.48,38.09,38.28,34.77,38.09,36.52,36.13,37.89,35.94,39.45,33.40,38.87,38.28,35.74,32.23,34.18,38.28,35.74,36.13,39.84,39.06,40.43,39.26,34.57,34.18,35.94,39.06,37.50,36.72,36.52,34.57,38.48,41.60,40.23,40.43,41.02,43.36,35.35,37.70,37.70,37.50,37.11,36.72,34.96,41.99,34.96,34.18,40.04,39.26,34.77,37.30,40.82,32.62,35.16,34.57,37.30,32.62,34.77,36.91,34.18,38.28,33.98,36.52,37.89,40.04,41.80,38.48,34.77,35.55,36.33,40.43,37.89,38.48,100.00,37.30,36.13,37.50,40.04,41.99,37.70,39.45,35.16,35.74,40.23,37.30,39.26,35.74,37.70,37.50,36.13,35.55,39.26,32.81,37.70,35.74
38.09,38.48,35.35,35.35,38.67,40.04,37.70,38.28,36.91,38.28,33.59,34.96,42.19,40.04,38.67,39.65,36.72,33.59,37.30,41.02,38.09,39.06,40.43,39.65,40.43,41.21,37.11,38.48,39.06,40.04,37.70,37.89,37.11,37.70,36.72,40.82,37.70,41.60,38.48,36.33,39.26,40.04,39.84,36.33,42.58,39.45,39.45,39.06,34.57,38.67,38.28,35.74,39.26,36.91,39.84,42.19,33.40,35.55,33.98,37.70,37.50,37.50,33.98,39.65,38.28,38.09,42.58,36.52,39.45,39.65,41.60,38.48,34.57,38.48,40.62,37.50,34.38,42.77,33.79,36.72,40.04,38.87,34.57,40.62,40.62,34.57,34.57,36.72,35.35,36.13,34.18,36.52,34.18,39.06,39.65,37.89,37.11,39.26,38.67,38.67,37.50,39.84,34.18,36.13,37.11,41.60,37.30,100.00,39.06,42.38,40.82,39.45,38.67,38.67,36.91,38.48,41.02,37.30,38.87,41.21,38.48,39.06,39.84,37.89,40.82,34.38,35.16,39.06
38.28,37.30,37.50,37.89,39.06,37.11,38.67,37.50,35.35,36.72,33.40,32.81,37.70,39.65,37.70,39.84,34.77,36.13,35.16,38.48,40.23,35.16,34.38,39.06,37.30,35.94,36.13,39.06,38.67,39.06,38.87,36.13,39.65,37.89,37.30,41.41,38.67,41.21,39.06,33.20,37.89,37.11,34.18,36.72,41.02,40.23,37.70,36.52,35.55,40.82,35.16,34.96,41.60,34.57,39.65,36.52,37.50,39.45,38.67,34.77,34.96,39.06,33.01,40.82,38.09,36.72,39.06,37.30,38.87,41.21,36.72,36.52,35.74,36.33,41.21,34.96,36.13,38.87,35.16,34.57,40.04,39.84,35.55,36.13,40.04,36.72,35.16,35.35,37.30,39.06,34.77,37.30,34.96,38.09,35.94,37.50,37.30,37.30,40.43,38.48,37.30,40.62,34.18,37.30,41.41,38.28,36.13,39.06,100.00,31.64,40.82,43.95,40.04,38.48,32.42,35.35,35.94,35.55,36.33,38.87,36.33,39.45,38.87,36.13,37.89,33.98,34.38,36.52
36.91,38.28,36.72,34.96,40.04,33.79,36.52,37.30,36.33,33.98,34.77,35.94,38.87,37.30,36.33,37.70,35.74,31.45,36.72,37.11,37.89,39.26,39.45,39.65,37.11,36.13,36.72,37.50,41.60,36.72,37.11,33.98,33.40,37.70,34.96,38.87,37.11,35.74,35.74,34.57,39.45,37.70,37.89,32.42,36.52,36.72,39.06,35.35,35.55,38.87,38.09,34.96,39.26,37.50,40.62,37.89,36.33,36.91,35.55,34.96,35.94,36.52,33.59,37.70,37.30,32.81,38.09,37.50,35.35,36.72,40.04,34.38,36.72,35.55,37.70,36.52,31.84,38.87,31.45,34.96,33.79,34.77,37.50,34.77,39.06,32.42,36.13,33.98,35.35,36.52,34.77,35.16,35.35,37.50,35.55,37.89,34.57,36.72,40.04,38.67,31.45,36.72,40.23,35.94,35.16,36.52,37.50,42.38,31.64,100.00,38.67,38.48,38.09,36.52,33.59,36.13,36.72,36.13,38.67,38.09,36.33,37.50,36.91,35.74,37.30,33.98,36.72,36.91
44.53,45.12,43.36,40.82,42.97,46.29,42.19,39.45,40.82,36.52,37.50,37.30,41.60,46.09,39.84,43.36,36.52,37.11,38.67,45.12,42.38,41.80,47.85,44.34,43.55,40.82,38.87,46.09,45.51,44.14,42.97,41.99,42.97,42.38,41.99,43.95,39.65,45.70,39.06,39.65,43.95,42.77,41.80,40.43,45.90,44.53,43.55,41.60,39.45,41.02,41.21,43.16,42.77,40.04,45.90,41.41,40.62,40.62,43.75,41.02,39.65,38.28,40.23,41.41,45.90,39.26,46.48,43.75,44.34,45.70,44.14,40.43,41.21,44.14,42.19,41.41,40.82,41.99,37.50,40.43,43.16,41.41,42.38,41.80,47.85,41.60,40.23,39.84,40.62,40.82,39.06,39.84,37.89,41.21,39.06,43.95,41.02,45.51,46.48,45.70,43.75,39.84,41.02,42.19,44.14,47.66,40.04,40.82,40.82,38.67,100.00,45.51,42.58,45.51,38.87,39.65,41.99,42.77,44.53,40.82,41.41,41.41,43.95,45.31,45.70,36.13,38.67,44.14
47.27,44.34,41.99,37.11,43.36,45.12,41.21,40.04,40.23,40.62,38.09,34.18,40.04,40.62,35.35,41.80,39.65,39.45,39.84,41.99,42.19,41.80,44.14,43.55,43.36,40.62,42.58,45.51,43.95,45.90,40.23,41.21,40.62,40.62,40.23,45.31,42.19,45.31,42.97,39.26,42.38,37.89,41.60,39.45,41.80,43.95,42.38,40.82,38.67,45.12,39.84,39.65,42.38,44.92,41.02,44.73,41.99,41.60,43.36,38.67,41.41,39.65,39.65,42.97,43.16,40.23,45.70,40.04,43.36,45.51,45.90,43.95,40.04,38.87,44.34,42.19,40.23,42.19,37.11,36.52,43.55,41.99,40.43,41.21,43.55,39.84,39.84,41.41,42.77,42.19,39.06,39.45,39.26,40.04,38.09,42.38,41.80,44.73,45.70,45.70,39.84,39.26,41.60,43.16,39.65,45.70,41.99,39.45,43.95,38.48,45.51,100.00,41.21,41.99,35.55,37.89,43.16,41.60,44.14,42.19,40.23,41.80,43.75,41.21,41.21,33.98,39.26,41.99
43.55,41.80,37.70,37.70,42.38,39.65,44.14,36.72,39.65,39.45,39.45,39.84,37.89,42.58,35.74,39.65,35.16,38.67,36.72,40.43,40.62,40.23,40.62,39.45,41.99,36.52,36.13,42.77,41.02,41.41,41.41,40.62,37.70,39.45,37.70,43.75,41.80,40.62,38.28,38.28,40.04,38.67,39.06,37.50,41.99,41.80,41.41,39.84,41.21,44.53,38.48,40.04,44.92,43.55,39.84,42.38,37.11,38.67,41.02,40.23,37.50,38.87,38.67,40.82,40.82,42.19,41.80,39.06,38.67,45.12,38.67,38.28,41.02,41.02,41.99,40.23,34.18,42.77,37.30,38.09,42.97,38.67,38.67,41.60,43.95,38.48,39.26,37.50,40.04,40.62,40.43,38.28,37.50,41.60,38.09,39.84,39.26,42.19,43.36,36.13,38.09,39.26,37.30,40.23,44.53,41.02,37.70,38.67,40.04,38.09,42.58,41.21,100.00,38.67,33.79,36.33,40.04,37.89,40.62,46.68,39.06,40.62,41.21,37.30,37.89,35.94,36.33,41.02
47.46,43.95,37.11,34.96,41.80,40.23,39.45,34.18,37.11,39.65,41.60,38.09,38.67,41.60,42.19,41.21,38.09,39.26,36.91,42.58,41.41,39.84,41.80,44.73,41.02,38.87,35.55,41.21,42.97,41.80,40.04,36.33,39.06,38.67,39.84,37.89,39.45,42.38,41.60,37.30,41.41,40.04,38.09,38.87,40.62,41.99,40.62,39.06,41.21,40.23,41.21,37.70,42.58,39.26,41.99,43.95,37.50,38.09,40.04,40.04,39.84,39.84,38.48,43.36,40.82,39.45,41.02,37.50,43.75,43.36,37.50,41.60,41.99,38.87,43.36,41.21,39.65,43.95,36.13,39.06,44.14,40.82,37.50,39.65,43.55,37.11,37.50,36.52,42.19,38.67,38.09,42.38,38.09,39.65,39.06,39.06,38.67,38.67,44.14,40.23,40.43,40.82,38.28,40.04,39.84,43.95,39.45,38.67,38.48,36.52,45.51,41.99,38.67,100.00,34.77,37.89,39.45,39.65,42.38,38.48,41.60,42.77,42.19,42.19,39.65,34.77,36.52,39.65
38.48,34.57,36.13,32.23,34.18,34.96,34.77,33.59,36.13,33.40,32.42,33.98,37.89,38.28,34.96,37.50,33.40,30.66,34.18,36.91,33.98,35.35,37.30,35.55,38.28,36.33,32.62,37.70,36.52,32.42,39.84,33.59,34.96,35.74,35.74,39.45,35.94,34.96,33.59,31.84,32.42,33.01,31.45,34.38,38.09,39.26,35.94,30.66,33.98,34.57,33.59,33.40,40.62,36.33,35.74,33.59,33.20,34.38,38.09,34.77,36.91,36.13,35.16,36.13,37.70,35.94,38.48,37.11,37.70,39.45,41.21,35.55,36.13,34.77,37.89,38.09,34.38,40.04,30.66,37.11,33.98,36.33,35.74,33.98,40.04,33.79,36.72,34.38,33.98,34.77,32.23,34.77,33.20,33.79,36.33,34.38,33.79,36.13,35.35,33.79,32.81,36.91,35.74,36.13,34.77,36.72,35.16,36.91,32.42,33.59,38.87,35.55,33.79,34.77,100.00,36.13,33.59,37.11,36.91,35.16,33.20,38.09,33.01,37.11,37.50,32.42,35.16,37.89
37.30,39.45,32.62,34.18,37.89,37.70,39.26,31.84,34.18,36.13,35.74,36.91,37.70,36.52,38.67,38.67,32.81,33.98,34.57,36.91,38.09,39.45,35.35,36.33,40.04,33.59,34.18,38.28,34.77,36.52,33.40,36.13,35.16,39.26,36.33,40.43,34.57,39.84,37.50,36.91,35.55,36.13,36.72,35.74,41.21,38.28,36.13,33.98,32.62,40.82,31.25,38.48,38.09,34.77,41.02,35.55,36.52,35.74,36.72,33.59,34.57,37.70,33.40,36.72,39.06,32.03,40.62,39.84,36.13,39.45,38.09,33.59,34.57,34.18,35.74,38.09,33.79,37.30,34.77,39.26,38.28,34.57,35.94,35.16,38.87,34.18,33.40,34.77,33.20,38.67,33.20,39.06,33.59,35.35,35.55,36.52,35.16,38.28,41.80,37.30,35.16,37.30,37.50,37.11,38.67,38.48,35.74,38.48,35.35,36.13,39.65,37.89,36.33,37.89,36.13,100.00,38.67,37.89,37.30,37.30,36.52,41.80,34.18,37.11,36.91,34.57,33.98,38.48
39.84,39.84,39.65,38.09,40.43,40.04,36.91,35.16,36.33,36.72,34.96,37.70,39.06,40.43,33.79,39.45,33.98,36.33,35.94,38.09,39.45,39.06,41.80,41.60,36.13,35.94,35.16,40.04,39.45,40.82,35.74,38.48,38.87,40.04,37.89,36.52,34.96,39.45,36.72,38.67,33.20,36.33,38.67,35.74,40.23,37.89,40.23,33.79,36.52,43.55,39.06,39.84,41.41,41.99,44.92,40.23,36.33,37.70,39.06,34.96,35.94,39.26,36.33,37.89,38.48,38.28,44.14,39.06,40.82,42.38,38.48,38.87,37.30,38.87,38.87,39.26,33.79,40.04,34.96,37.89,39.26,38.87,35.16,38.67,43.36,37.70,37.30,34.38,35.55,38.67,35.94,39.65,35.94,38.87,38.87,36.52,39.45,41.41,41.21,39.45,35.74,38.67,34.57,38.87,40.04,43.95,40.23,41.02,35.94,36.72,41.99,43.16,40.04,39.45,33.59,38.67,100.00,35.94,41.21,42.97,36.72,38.87,37.89,36.13,42.97,34.96,35.16,38.09
40.62,38.09,33.98,35.94,40.82,40.04,37.89,38.09,39.26,35.74,36.52,33.40,40.04,42.77,35.55,38.48,31.84,36.72,34.18,40.04,39.84,36.72,41.21,36.72,41.02,37.30,35.35,40.43,41.41,40.43,35.94,37.89,40.62,38.28,38.67,39.26,35.35,40.82,33.98,38.28,36.13,39.26,35.74,33.20,39.84,41.41,37.11,32.62,39.26,39.84,37.30,38.48,39.45,37.50,39.65,39.06,34.38,38.28,39.84,39.84,33.40,39.26,35.55,42.19,39.06,37.70,42.58,39.26,37.89,41.80,38.67,35.74,39.06,35.94,37.30,39.65,33.79,39.65,38.09,35.94,39.45,38.48,35.74,40.04,41.80,36.72,38.67,37.70,35.94,35.55,32.62,38.87,37.11,38.87,36.33,37.70,34.57,37.11,41.60,42.38,37.70,35.35,35.74,40.82,45.12,41.80,37.30,37.30,35.55,36.13,42.77,41.60,37.89,39.65,37.11,37.89,35.94,100.00,41.99,38.87,36.91,42.19,39.06,39.84,39.65,33.01,34.96,37.50
42.58,38.48,39.06,36.52,45.31,41.41,43.75,39.45,39.06,39.26,38.09,38.87,40.04,41.60,37.30,41.41,36.91,35.74,39.06,41.99,40.43,43.95,44.53,42.77,37.89,42.19,37.30,46.48,45.31,41.41,40.62,38.09,43.55,39.06,38.67,41.80,37.30,44.34,43.55,40.04,39.06,40.43,46.29,39.45,43.16,43.16,42.19,35.55,37.50,46.09,39.65,39.84,44.53,39.65,41.21,44.14,35.55,40.04,40.82,40.82,37.70,40.43,38.28,42.58,42.97,39.26,44.73,41.80,41.41,44.34,45.12,40.23,41.21,40.43,41.99,41.99,35.94,42.58,35.35,38.09,42.19,40.43,37.89,42.77,45.51,41.41,42.58,38.09,44.92,43.55,38.09,37.11,41.41,40.04,36.91,40.82,39.26,42.97,43.95,42.58,42.77,36.33,36.72,43.16,41.41,44.73,39.26,38.87,36.33,38.67,44.53,44.14,40.62,42.38,36.91,37.30,41.21,41.99,100.00,39.84,39.45,39.84,41.21,40.43,42.58,34.18,36.72,37.89
43.16,42.38,38.87,39.65,42.58,37.89,41.80,39.65,38.87,36.72,37.11,37.30,42.19,41.99,37.11,45.12,39.06,39.26,37.50,40.82,40.23,38.67,44.53,41.60,38.09,38.28,41.02,39.26,40.62,42.97,42.97,36.72,38.67,39.45,41.02,43.55,40.82,40.82,42.38,35.74,36.33,39.45,41.02,38.28,41.60,41.41,41.41,37.11,40.04,40.62,37.70,39.26,40.43,38.09,38.48,46.68,37.50,38.48,39.06,40.04,36.91,37.70,39.06,43.36,41.80,40.23,43.55,41.41,41.60,44.53,40.04,37.89,40.43,38.48,41.02,37.50,41.02,41.41,34.96,35.55,42.77,42.19,36.13,39.06,43.36,34.77,39.65,37.30,39.45,40.43,36.91,41.41,38.67,40.43,37.70,42.19,39.65,39.84,42.97,39.26,39.45,41.21,36.52,40.82,43.36,43.95,35.74,41.21,38.87,38.09,40.82,42.19,46.68,38.48,35.16,37.30,42.97,38.87,39.84,100.00,38.67,41.99,41.02,39.06,43.75,36.52,36.52,40.62
41.41,40.04,37.11,32.03,40.23,38.09,40.43,37.11,37.50,38.48,36.33,34.38,37.30,38.28,41.60,40.82,35.35,38.48,38.09,38.48,38.48,40.04,39.84,38.28,41.41,38.09,37.11,39.65,37.70,39.06,39.84,38.87,36.72,42.58,41.02,39.26,41.41,41.60,41.41,37.50,39.45,39.45,41.21,40.82,40.23,40.04,38.67,36.52,38.28,40.82,38.09,37.89,42.19,41.02,42.58,41.21,39.65,38.09,36.91,37.89,40.04,35.35,41.02,42.38,41.60,36.33,41.60,38.28,39.65,41.41,41.99,35.16,40.82,37.89,38.87,41.41,37.30,41.99,33.98,37.50,39.84,37.50,36.91,39.65,42.97,33.79,39.06,36.33,38.67,40.23,35.55,40.43,37.89,40.62,41.21,38.09,34.77,38.48,44.73,40.62,38.67,38.09,39.45,42.97,38.87,37.70,37.70,38.48,36.33,36.33,41.41,40.23,39.06,41.60,33.20,36.52,36.72,36.91,39.45,38.67,100.00,39.65,40.04,39.45,40.62,33.98,35.16,36.72
41.99,40.23,39.45,37.50,42.19,39.26,39.26,37.70,39.06,36.72,38.09,36.91,42.77,41.41,38.09,41.60,34.38,37.11,39.65,37.70,38.87,37.30,42.58,40.82,41.80,35.55,41.60,40.04,39.26,38.28,38.48,37.11,40.23,38.87,40.23,40.62,37.50,45.51,42.19,40.04,38.28,40.04,39.26,37.89,37.11,38.87,41.02,37.70,41.02,42.58,37.50,38.28,42.38,39.26,41.80,41.99,37.70,40.23,37.70,40.62,36.13,41.41,37.11,39.65,43.95,40.04,44.34,41.99,40.82,42.38,39.06,35.94,39.65,37.30,43.36,42.19,39.06,42.19,34.18,40.04,42.19,40.04,37.89,39.26,44.53,34.77,38.28,37.50,33.98,37.30,35.94,39.06,35.55,41.41,38.48,43.16,37.30,41.80,44.14,41.80,41.41,41.21,39.26,42.77,38.87,42.77,37.50,39.06,39.45,37.50,41.41,41.80,40.62,42.77,38.09,41.80,38.87,42.19,39.84,41.99,39.65,100.00,39.84,42.58,39.65,35.94,37.30,40.04
45.31,41.21,39.45,37.89,42.58,41.41,42.19,40.43,41.02,39.45,34.77,39.06,41.21,41.02,37.30,39.45,35.55,37.50,40.04,40.43,39.26,39.45,44.14,43.16,40.82,35.35,35.94,43.36,40.04,44.73,39.06,38.87,43.55,38.28,38.87,42.97,39.26,42.38,40.04,35.55,41.02,38.67,41.99,38.67,45.51,41.99,40.23,39.26,33.98,40.43,38.28,39.06,42.19,40.43,40.04,44.73,41.99,40.04,40.43,38.67,37.89,38.28,34.96,39.26,43.16,39.84,42.77,38.48,44.92,42.58,39.45,42.38,39.84,39.84,40.04,38.67,37.89,43.55,36.72,36.13,42.38,38.28,37.89,42.19,42.58,39.84,39.26,42.19,37.11,39.84,35.16,38.67,38.48,36.91,39.06,41.21,39.65,44.53,40.04,44.53,38.87,38.28,36.52,38.28,42.38,44.14,36.13,39.84,38.87,36.91,43.95,43.75,41.21,42.19,33.01,34.18,37.89,39.06,41.21,41.02,40.04,39.84,100.00,40.62,42.77,36.91,39.26,38.09
40.62,40.43,39.65,36.72,40.62,36.72,39.65,34.77,33.98,38.67,37.70,34.38,38.09,44.34,36.72,41.21,37.11,34.57,39.65,40.43,38.48,37.70,43.36,38.28,38.67,37.50,37.11,39.06,42.19,38.09,41.60,36.72,38.67,40.04,37.30,41.99,39.45,45.90,41.21,36.52,37.89,40.04,38.48,37.50,42.77,40.82,40.04,38.48,36.72,40.23,37.50,36.52,40.43,38.28,40.43,40.23,35.74,35.94,38.48,36.91,38.09,37.11,35.94,40.62,41.21,36.72,39.84,39.65,41.99,41.80,39.65,37.50,41.02,37.30,39.45,40.04,30.86,41.60,34.77,36.72,40.23,40.43,37.50,39.65,43.16,35.35,35.55,36.72,36.33,41.41,35.16,43.36,38.28,40.62,34.38,41.02,35.16,41.60,41.80,45.12,38.67,37.50,41.21,37.30,41.80,41.21,35.55,37.89,36.13,35.74,45.31,41.21,37.30,42.19,37.11,37.11,36.13,39.84,40.43,39.06,39.45,42.58,40.62,100.00,41.41,31.84,34.38,36.72
41.80,38.48,39.06,39.65,43.16,41.80,42.97,37.50,35.94,38.87,37.50,37.50,38.09,43.36,42.38,40.82,35.35,36.72,38.28,39.65,39.45,41.21,43.16,41.60,42.38,39.06,37.50,41.80,39.26,38.67,38.67,40.43,38.87,42.19,41.99,43.75,40.23,42.38,37.30,37.89,39.06,37.70,40.82,37.89,40.43,40.62,41.60,39.06,37.89,42.77,38.87,38.48,43.36,38.48,39.84,43.36,36.52,39.45,42.19,40.62,37.30,38.48,39.45,40.04,44.92,37.70,43.16,41.80,40.43,42.77,37.50,40.23,40.04,36.72,41.80,39.65,35.55,41.21,34.96,37.11,41.41,38.87,34.38,36.33,42.58,36.72,38.67,37.11,39.84,39.65,33.98,40.43,38.09,37.70,37.50,41.02,39.65,41.80,41.02,43.16,38.28,41.02,39.65,40.04,43.16,43.95,39.26,40.82,37.89,37.30,45.70,41.21,37.89,39.65,37.50,36.91,42.97,39.65,42.58,43.75,40.62,39.65,42.77,41.41,100.00,34.38,40.23,40.23
