Baseline/SAMEA103957794.sketch,LPHC/SAMN06172490.sketch,HPLC/SAMN06172468.sketch,HPLC/SAMN06172486.sketch,LPHC/SAMN06172425.sketch,Baseline/SAMN06172444.sketch,HPLC/SAMN06172466.sketch,LPHC/SAMN06172401.sketch,Baseline/SAMN06172509.sketch,HPLC/SAMN06172476.sketch,HPLC/SAMN06172514.sketch,LPHC/SAMN06172417.sketch,Baseline/SAMN06172463.sketch,HPLC/SAMN06172510.sketch,LPHC/SAMN06172433.sketch,LPHC/SAMN06172488.sketch,Baseline/SAMN06172495.sketch,Baseline/SAMN06172402.sketch,Baseline/SAMN06172471.sketch,Baseline/SAMN06172507.sketch,LPHC/SAMN06172415.sketch,Baseline/SAMN06172481.sketch,Baseline/SAMN06172493.sketch,LPHC/SAMN06172500.sketch,Baseline/SAMN06172517.sketch,HPLC/SAMN06172405.sketch,HPLC/SAMN06172421.sketch,HPLC/SAMN06172443.sketch,LPHC/SAMN06172427.sketch,LPHC/SAMN06172506.sketch,Baseline/SAMN06172455.sketch,Baseline/SAMN06172513.sketch,Baseline/SAMN06172501.sketch,HPLC/SAMN06172482.sketch,HPLC/SAMN06172498.sketch,LPHC/SAMN06172524.sketch,HPLC/SAMN06172431.sketch,LPHC/SAMN06172411.sketch,LPHC/SAMN06172464.sketch,LPHC/SAMN06172472.sketch,Baseline/SAMN06172465.sketch,Baseline/SAMN06172521.sketch,Baseline/SAMN06172469.sketch,Baseline/SAMN06172473.sketch,Baseline/SAMN06172485.sketch,Baseline/SAMN06172503.sketch,HPLC/SAMN06172492.sketch,LPHC/SAMN06172520.sketch,Baseline/SAMN06172414.sketch,Baseline/SAMN06172432.sketch,HPLC/SAMN06172409.sketch,HPLC/SAMN06172470.sketch,LPHC/SAMN06172460.sketch,Baseline/SAMN06172442.sketch,Baseline/SAMN06172489.sketch,Baseline/SAMN06172487.sketch,Baseline/SAMN06172479.sketch,HPLC/SAMN06172484.sketch,LPHC/SAMN06172447.sketch,Baseline/SAMN06172420.sketch,Baseline/SAMN06172461.sketch,Baseline/SAMN06172499.sketch,HPLC/SAMN06172480.sketch,LPHC/SAMN06172494.sketch,Baseline/SAMN06172448.sketch,Baseline/SAMN06172475.sketch,Baseline/SAMN06172428.sketch,Baseline/SAMN06172430.sketch,Baseline/SAMN06172450.sketch,Baseline/SAMN06172459.sketch,Baseline/SAMN06172477.sketch,Baseline/SAMEA103957795.sketch,Baseline/SAMN06172404.sketch,LPHC/SAMN06172451.sketch,LPHC/SAMN06172478.sketch,Baseline/SAMN06172410.sketch,Baseline/SAMN06172505.sketch,Baseline/SAMN06172497.sketch,HPLC/SAMN06172516.sketch,Baseline/SAMN06172446.sketch,Baseline/SAMN06172452.sketch,LPHC/SAMN06172439.sketch,LPHC/SAMN06172456.sketch,Baseline/SAMN06172408.sketch,HPLC/SAMN06172423.sketch,LPHC/SAMN06172522.sketch,HPLC/SAMN06172441.sketch,HPLC/SAMN06172454.sketch,LPHC/SAMN06172429.sketch,LPHC/SAMN06172518.sketch,LPHC/SAMN06172445.sketch,Baseline/SAMN06172416.sketch,HPLC/SAMN06172419.sketch,HPLC/SAMN06172413.sketch,HPLC/SAMN06172449.sketch,HPLC/SAMN06172502.sketch,LPHC/SAMN06172407.sketch,LPHC/SAMN06172462.sketch,Baseline/SAMN06172422.sketch,Baseline/SAMN06172434.sketch,Baseline/SAMN06172483.sketch,Baseline/SAMN06172519.sketch,HPLC/SAMN06172496.sketch,Baseline/SAMN06172406.sketch,Baseline/SAMN06172436.sketch,Baseline/SAMN06172412.sketch,Baseline/SAMN06172467.sketch,HPLC/SAMEA103957796.sketch,HPLC/SAMN06172435.sketch,LPHC/SAMN06172453.sketch,Baseline/SAMN06172457.sketch,HPLC/SAMEA103957793.sketch,Baseline/SAMN06172418.sketch,Baseline/SAMN06172440.sketch,Baseline/SAMN06172523.sketch,HPLC/SAMN06172403.sketch,LPHC/SAMN06172474.sketch,Baseline/SAMN06172491.sketch,Baseline/SAMN06172515.sketch,HPLC/SAMN06172437.sketch,LPHC/SAMN06172508.sketch,Baseline/SAMN06172400.sketch,Baseline/SAMN06172438.sketch,Baseline/SAMN06172511.sketch,HPLC/SAMN06172458.sketch,HPLC/SAMN06172504.sketch,LPHC/SAMN06172512.sketch,Baseline/SAMN06172424.sketch,Baseline/SAMN06172426.sketch
55.08,55.08,54.49,55.08,51.95,54.49,55.86,51.95,56.05,55.66,58.40,56.25,54.49,54.49,51.17,53.32,53.91,53.71,57.23,54.30,49.80,56.84,54.49,54.69,49.61,49.61,52.15,51.17,56.64,52.54,56.25,57.23,55.47,49.61,49.41,52.54,51.95,53.32,49.02,52.93,54.49,56.45,55.47,55.47,55.66,54.88,51.95,54.30,55.66,56.84,50.20,51.37,50.78,54.10,56.05,59.18,54.30,53.91,52.73,55.86,54.49,54.88,50.78,52.34,58.40,56.05,54.30,54.49,51.37,56.25,55.47,53.52,54.10,53.52,52.34,54.88,56.84,55.66,54.10,57.62,52.93,53.32,53.32,52.73,50.39,54.30,48.63,53.52,53.52,54.69,55.08,55.08,51.76,56.05,50.98,51.17,53.91,53.91,100.00,53.32,58.79,51.56,52.93,58.59,54.69,54.88,55.47,52.54,52.34,53.71,55.08,39.84,55.47,57.23,55.08,50.98,50.98,54.10,54.69,52.15,53.52,53.71,53.12,53.32,50.00,53.91,51.37,55.47,55.27
55.47,58.20,51.17,53.32,52.15,54.30,55.27,49.22,56.05,54.10,56.45,55.66,54.69,51.37,51.95,54.69,56.64,54.49,54.69,59.38,52.15,57.81,55.66,53.32,53.12,50.59,51.56,49.02,52.34,51.95,58.01,55.86,53.12,53.32,48.63,51.56,50.20,54.10,54.69,54.10,57.81,57.03,53.52,56.84,54.10,56.25,52.73,51.76,57.62,55.66,50.98,52.73,51.76,56.45,59.77,55.27,54.69,51.17,54.69,58.01,58.01,54.10,49.80,53.12,55.66,57.42,57.03,53.71,53.71,55.08,55.08,56.64,52.93,52.73,55.08,56.45,55.47,57.81,52.34,56.45,54.30,53.52,53.12,50.78,48.05,55.08,49.02,49.61,52.15,56.64,52.73,57.62,50.98,50.20,51.17,50.59,51.76,54.10,53.32,100.00,55.86,51.37,55.27,56.64,54.69,58.59,55.47,51.56,51.17,55.66,56.25,39.84,57.03,52.15,55.66,54.49,53.12,55.47,56.25,51.56,53.71,55.47,58.01,55.66,50.39,53.12,52.34,55.47,56.64
56.64,57.62,52.93,54.10,51.17,59.18,55.66,52.73,58.20,55.27,59.77,57.03,55.66,52.93,50.20,52.34,55.27,56.64,55.66,57.62,52.93,59.18,56.45,51.95,56.64,53.52,51.95,54.30,54.30,53.71,57.62,55.66,57.03,53.71,50.20,54.49,53.12,52.73,54.88,54.49,53.91,57.81,53.32,55.08,55.27,56.05,53.32,52.54,55.27,56.84,49.22,55.66,54.49,56.05,58.79,58.59,54.49,50.98,55.27,56.45,53.52,52.73,51.95,52.54,59.57,58.40,58.40,53.91,56.84,55.47,57.42,57.42,54.49,54.30,52.15,54.88,54.69,58.20,52.73,57.62,52.73,53.52,55.66,54.88,49.02,51.76,50.00,52.73,52.54,51.76,53.52,58.01,51.56,53.91,54.49,51.17,55.66,54.10,58.79,55.86,100.00,50.98,52.15,58.98,56.64,57.23,55.66,51.95,50.98,52.73,58.01,41.80,55.08,52.93,55.66,53.52,53.71,57.62,57.62,55.08,56.25,56.45,56.25,53.52,53.71,56.64,53.32,55.66,57.03
51.76,50.98,51.56,51.37,53.12,52.34,50.39,53.12,51.76,52.34,52.73,53.32,52.93,51.56,50.39,50.39,51.17,52.15,53.71,52.93,50.20,56.45,52.34,54.49,49.61,49.61,49.80,48.63,49.02,49.22,52.73,56.25,53.91,53.12,48.44,50.00,51.56,49.80,53.12,50.98,56.05,52.34,55.47,55.08,51.17,54.88,51.37,52.73,54.10,51.76,48.63,50.39,50.78,55.47,53.12,55.08,50.98,49.41,50.00,53.91,50.59,52.93,52.73,52.15,53.91,53.71,50.39,52.54,51.17,52.73,54.88,50.78,52.34,49.80,50.78,53.71,50.39,54.30,46.29,53.71,52.93,50.00,53.91,54.69,46.09,52.54,48.05,49.61,49.02,52.54,50.98,52.93,49.80,51.76,47.46,49.80,53.71,50.39,51.56,51.37,50.98,100.00,51.37,50.39,51.37,52.34,53.32,52.15,48.44,50.98,52.73,39.26,54.88,52.34,50.78,48.44,51.17,55.08,52.73,50.20,54.30,52.15,51.95,52.54,51.95,53.32,50.39,51.95,53.71
52.93,51.56,49.80,52.34,50.78,53.91,52.93,49.41,54.69,51.95,54.69,52.15,51.56,49.22,50.59,53.32,52.34,51.95,54.30,51.37,49.02,55.66,53.12,52.73,49.61,49.41,50.78,47.46,51.56,50.39,52.34,53.91,54.49,50.78,47.85,50.39,50.20,50.98,51.37,55.86,53.52,50.00,56.45,50.59,53.12,54.69,52.93,49.61,56.84,53.32,49.41,52.15,50.98,52.15,53.32,54.49,51.95,49.61,53.32,51.95,52.15,55.08,50.78,48.83,54.49,53.12,52.54,52.15,50.78,48.24,54.69,52.34,54.69,51.95,54.30,51.95,49.61,51.56,48.83,53.91,53.32,51.76,49.02,52.15,47.07,56.05,49.61,50.00,53.12,51.56,50.59,53.32,48.44,52.54,51.56,49.22,52.54,50.98,52.93,55.27,52.15,51.37,100.00,52.73,51.56,54.30,50.78,53.12,47.46,50.00,53.12,39.65,54.69,57.23,51.17,50.39,49.02,50.39,53.71,52.93,53.71,51.37,52.15,53.71,50.00,54.30,51.95,51.37,53.32
57.62,55.66,53.12,55.86,53.71,54.88,56.05,52.73,57.81,56.05,55.27,58.40,57.23,53.91,50.98,54.30,55.66,55.86,55.66,57.03,52.34,56.05,57.23,52.73,56.05,50.78,52.93,51.95,53.12,54.69,57.23,58.59,54.88,55.27,52.93,53.91,54.49,53.32,53.71,55.08,54.69,55.47,55.66,54.10,54.49,56.25,53.91,53.71,55.47,58.79,51.95,54.49,53.52,55.08,55.86,58.40,53.12,52.54,52.34,56.84,51.95,52.73,52.73,53.32,57.42,57.03,56.84,55.66,53.12,54.30,56.64,54.49,55.27,56.45,51.17,57.42,52.73,55.86,52.15,55.66,56.45,54.30,52.93,54.30,49.61,54.88,51.37,50.98,51.76,54.49,55.86,56.25,52.15,52.34,54.49,50.59,56.64,51.76,58.59,56.64,58.98,50.39,52.73,100.00,54.10,55.66,52.73,51.37,51.17,53.71,55.47,42.38,55.08,56.45,56.64,55.08,50.78,53.12,55.86,53.32,54.49,57.42,55.86,57.03,53.12,56.05,54.69,55.47,58.79
55.27,50.78,49.02,51.37,48.63,53.91,51.76,51.56,52.73,50.39,53.52,51.76,54.69,52.15,49.02,52.73,50.59,54.10,54.69,53.91,50.39,55.66,55.27,51.95,54.30,47.46,51.17,47.85,51.56,50.39,54.49,53.71,52.54,50.59,50.00,51.37,49.02,52.54,48.63,51.17,57.42,52.93,54.10,50.98,56.05,51.37,52.15,52.34,53.71,53.71,51.17,51.17,54.30,53.52,53.71,51.95,52.93,48.63,55.27,52.54,52.54,52.34,48.24,48.44,53.91,54.49,52.73,52.73,52.15,50.00,52.73,53.32,54.30,54.49,51.37,52.34,51.95,53.71,52.15,55.47,51.17,49.22,52.15,52.54,45.90,50.39,46.09,50.78,51.17,51.95,48.44,53.52,50.59,50.78,48.83,48.83,52.15,49.22,54.69,54.69,56.64,51.37,51.56,54.10,100.00,53.52,53.52,52.34,51.17,53.32,55.86,39.26,54.10,51.95,49.80,49.80,50.78,53.71,52.34,53.12,52.73,54.88,52.93,52.73,54.49,52.93,50.20,54.69,53.71
56.05,58.98,50.98,52.93,51.37,53.71,53.91,50.20,55.47,54.69,53.91,51.56,56.05,50.00,47.46,51.76,54.88,55.08,56.05,57.62,50.78,57.42,54.88,53.12,53.91,49.22,49.41,48.05,52.15,52.93,53.71,53.32,54.69,50.98,48.44,52.15,50.00,50.98,50.78,51.95,56.45,53.32,55.27,54.10,55.47,51.95,49.22,51.76,54.49,56.45,48.05,50.59,48.63,57.62,57.03,55.86,52.15,49.80,52.54,54.49,55.86,53.12,50.39,52.15,54.69,53.52,55.86,53.12,50.00,53.52,57.03,53.91,51.56,51.37,51.17,56.05,51.56,55.08,48.63,57.03,51.17,52.34,50.78,51.37,49.22,50.59,48.63,49.41,52.15,52.93,50.20,54.88,50.98,51.76,53.32,48.44,54.49,51.76,54.88,58.59,57.23,52.34,54.30,55.66,53.52,100.00,54.88,50.00,49.61,51.56,55.27,37.11,58.98,53.52,54.10,50.00,49.41,52.93,57.23,50.00,53.32,52.34,54.49,54.88,53.91,50.78,51.56,54.88,56.25
55.27,51.37,52.15,52.54,52.93,53.71,53.71,51.37,51.95,52.15,53.32,53.32,53.91,50.39,51.76,50.78,52.93,54.69,55.47,53.71,51.56,55.08,54.10,54.10,53.12,48.05,48.44,47.27,51.37,53.52,55.08,55.47,53.12,53.32,48.83,51.95,50.00,53.12,51.76,53.71,54.88,55.47,54.88,53.52,52.15,53.12,52.93,50.98,52.54,53.91,49.41,54.10,50.00,57.03,54.10,53.91,52.93,49.22,56.25,51.95,52.15,50.20,50.39,50.78,53.71,53.12,53.52,53.12,53.71,53.52,53.52,54.88,51.76,51.95,54.10,55.66,52.34,58.01,48.83,55.27,52.15,50.00,50.39,52.34,47.46,52.34,45.70,49.22,51.76,52.73,52.54,55.08,52.15,52.54,49.61,47.46,52.15,49.80,55.47,55.47,55.66,53.32,50.78,52.73,53.52,54.88,100.00,51.37,50.98,52.93,53.91,40.62,54.49,54.49,51.76,50.98,49.22,54.69,56.45,49.41,53.71,51.56,50.59,51.95,53.71,52.34,49.61,51.17,54.10
52.73,53.91,49.22,50.00,50.59,53.32,51.76,47.66,53.12,50.78,51.95,53.71,53.12,52.34,52.73,53.52,50.20,53.71,52.73,52.54,47.85,53.52,52.93,49.41,52.73,48.63,49.41,49.22,49.02,50.98,51.95,54.69,51.37,49.61,49.02,50.39,51.17,49.41,50.39,51.76,54.49,53.52,55.47,54.10,52.93,54.10,47.85,50.39,54.30,52.15,50.98,50.20,48.83,51.17,52.54,51.56,52.73,48.83,51.95,54.10,48.44,53.12,47.27,46.88,52.15,51.76,51.95,51.37,51.37,50.78,53.91,50.98,50.78,49.02,53.52,52.54,50.00,52.15,47.46,53.71,57.42,48.24,50.98,51.76,46.09,51.95,47.66,50.98,49.80,52.34,48.83,51.17,49.22,52.54,52.73,48.24,50.78,49.41,52.54,51.56,51.95,52.15,53.12,51.37,52.34,50.00,51.37,100.00,49.22,51.17,51.56,39.45,53.32,53.12,52.54,47.66,49.02,54.30,51.95,49.02,53.91,50.59,48.24,50.00,52.93,51.37,49.61,51.17,49.80
51.37,52.54,47.46,51.17,48.24,52.93,49.22,48.63,51.76,53.71,50.20,53.32,54.30,49.80,48.83,53.52,48.83,47.66,50.20,49.02,46.68,53.52,54.49,50.39,48.83,45.12,49.02,44.92,50.39,50.59,51.56,53.32,52.15,48.05,50.98,50.59,49.22,49.41,51.17,50.39,51.76,53.32,53.52,51.17,50.20,51.37,49.80,51.37,51.56,50.20,49.80,53.52,47.66,51.37,53.52,52.54,51.17,46.88,49.80,48.83,50.20,53.71,48.05,48.63,54.69,50.00,50.78,49.80,49.02,50.98,51.56,52.34,51.56,53.52,49.80,49.61,50.78,50.39,50.00,53.71,51.37,48.44,49.61,50.98,49.80,51.37,51.17,49.41,51.95,52.34,50.00,50.78,47.46,48.24,49.02,49.41,49.61,50.59,52.34,51.17,50.98,48.44,47.46,51.17,51.17,49.61,50.98,49.22,100.00,50.98,52.54,38.28,53.32,50.20,50.98,49.02,48.05,50.98,54.10,50.00,50.00,54.88,50.59,51.17,50.20,50.98,50.98,50.59,51.76
53.71,52.34,47.46,51.17,51.17,55.08,53.32,51.56,53.12,53.52,49.80,52.93,53.91,53.52,50.39,50.00,52.93,52.93,52.15,53.32,48.83,52.34,53.91,53.32,48.24,49.80,51.56,47.85,53.32,49.41,57.23,53.71,53.91,48.05,50.20,52.93,52.73,50.78,50.78,53.71,52.93,52.34,52.15,53.91,52.34,52.34,50.59,51.37,55.27,51.76,50.39,51.56,48.24,51.17,52.93,51.95,50.78,49.02,49.41,51.56,50.78,52.73,50.78,50.98,57.23,51.37,53.71,52.15,52.15,53.71,51.37,54.88,52.54,52.54,54.30,52.15,52.34,53.52,49.41,54.88,53.12,50.78,53.12,52.54,50.20,55.47,47.46,49.02,50.20,53.52,52.15,51.37,48.83,51.17,52.15,49.02,52.93,49.61,53.71,55.66,52.73,50.98,50.00,53.71,53.32,51.56,52.93,51.17,50.98,100.00,54.10,36.13,52.93,54.69,51.76,51.37,48.44,53.32,53.12,50.78,51.76,54.10,52.34,54.10,50.59,52.34,51.17,53.12,51.95
58.40,58.40,48.44,56.05,50.39,57.81,55.27,52.93,54.88,55.47,58.98,57.23,55.66,49.80,50.39,53.52,54.10,55.08,55.08,55.66,52.34,58.59,55.08,54.69,51.95,48.83,52.93,48.63,52.54,51.76,57.23,58.40,54.88,51.95,49.80,51.95,50.98,54.49,52.54,56.84,58.20,59.18,54.69,56.64,56.25,54.49,53.32,51.37,56.05,55.66,54.49,52.54,50.98,57.81,56.45,55.27,53.91,49.22,53.32,54.49,56.84,53.32,51.37,50.78,55.27,55.08,57.23,54.49,53.71,53.52,54.49,56.05,53.71,53.12,53.12,56.45,53.12,57.62,50.39,60.55,52.93,53.12,54.88,52.73,46.68,53.91,50.39,49.41,50.98,57.62,53.12,58.01,51.37,52.34,52.15,47.46,54.69,52.15,55.08,56.25,58.01,52.73,53.12,55.47,55.86,55.27,53.91,51.56,52.54,54.10,100.00,39.45,56.05,54.10,52.73,52.54,52.15,57.23,55.27,51.95,55.27,55.47,58.98,53.52,52.93,56.45,51.95,55.66,55.08
39.26,41.80,39.84,41.02,38.48,40.62,40.23,40.62,40.23,35.94,39.06,38.87,40.43,40.04,39.65,38.67,39.06,42.77,39.26,41.60,38.48,41.60,40.43,40.82,38.09,37.30,40.43,37.89,38.67,40.62,40.43,39.45,42.58,40.23,37.30,37.50,40.43,40.04,40.43,37.89,41.21,42.38,41.41,41.02,43.55,39.45,39.84,39.06,38.48,41.60,37.50,38.48,41.60,38.09,40.23,41.99,41.80,40.82,39.65,44.53,39.65,40.43,39.45,38.48,45.51,38.87,40.43,37.89,39.06,38.48,41.41,37.70,41.60,41.41,39.65,42.38,40.43,38.09,37.50,41.02,40.62,37.50,41.02,41.21,35.74,37.89,36.91,34.18,36.91,39.06,41.21,42.19,38.09,39.26,39.06,38.87,40.23,38.67,39.84,39.84,41.80,39.26,39.65,42.38,39.26,37.11,40.62,39.45,38.28,36.13,39.45,100.00,39.45,40.43,39.84,36.72,38.09,41.02,42.77,41.99,39.26,40.04,38.87,41.41,41.21,39.65,41.80,41.02,37.70
56.25,56.25,51.17,53.91,52.54,57.23,54.88,52.93,56.45,55.47,53.91,54.88,56.45,49.80,54.30,53.32,55.66,55.66,56.84,56.45,53.12,58.59,53.71,52.93,55.66,49.80,50.59,44.92,53.12,52.73,57.23,59.18,56.64,49.41,47.85,53.71,50.78,54.49,52.15,53.12,58.40,56.25,56.25,53.12,54.49,57.03,50.39,52.54,56.84,57.42,49.80,54.88,49.22,55.08,58.40,54.10,52.34,48.44,54.88,52.73,51.95,52.93,50.78,50.59,58.20,53.91,56.05,53.52,50.78,54.30,55.27,56.05,55.08,53.12,52.73,59.18,50.98,54.49,51.17,56.84,54.69,52.93,53.32,52.34,50.00,56.64,48.05,48.63,55.86,55.66,54.49,56.64,51.37,50.98,53.32,48.83,56.25,53.91,55.47,57.03,55.08,54.88,54.69,55.08,54.10,58.98,54.49,53.32,53.32,52.93,56.05,39.45,100.00,55.08,54.30,52.73,52.34,54.88,57.23,52.54,54.30,52.93,55.27,52.73,52.34,54.30,53.12,55.66,55.66
53.32,54.88,53.52,52.93,53.32,55.47,55.08,52.73,55.86,52.54,55.47,54.30,55.27,57.23,53.71,52.54,51.37,54.49,58.20,54.30,50.59,53.71,52.73,53.91,50.20,50.78,52.15,51.56,52.93,53.32,55.86,55.08,55.47,52.54,51.76,53.91,53.91,54.88,51.56,50.39,55.86,54.10,57.23,53.12,52.15,56.05,53.52,57.42,52.34,55.08,52.34,55.47,53.12,55.08,53.91,55.08,53.12,53.91,54.69,56.84,51.37,58.01,50.00,52.15,57.03,56.05,55.66,53.91,52.15,52.54,54.88,54.10,55.08,56.45,54.88,55.08,53.52,53.52,52.73,57.23,56.64,52.93,50.78,53.71,49.02,56.45,48.63,49.80,51.56,52.54,55.08,55.86,51.56,55.47,53.71,51.95,56.64,53.52,57.23,52.15,52.93,52.34,57.23,56.45,51.95,53.52,54.49,53.12,50.20,54.69,54.10,40.43,55.08,100.00,57.42,51.56,49.22,57.03,53.12,54.49,54.49,56.84,52.73,53.32,53.91,55.08,51.17,56.84,55.66
54.69,54.69,52.34,55.47,51.37,55.86,53.12,51.95,57.03,53.91,57.03,56.05,56.05,52.15,49.61,55.27,54.10,54.49,54.88,55.66,52.34,55.66,53.32,48.63,51.95,47.85,50.98,49.80,50.39,51.37,56.25,56.25,53.71,51.76,50.39,52.15,52.15,53.12,52.15,51.76,55.08,55.08,54.69,57.62,51.17,50.00,51.76,52.54,52.34,53.71,47.27,55.47,47.27,53.91,57.03,55.47,50.00,47.66,53.71,58.40,52.15,52.73,52.73,52.34,53.91,51.17,53.91,54.49,52.93,53.32,54.69,51.76,52.54,50.39,53.12,57.42,54.69,55.86,49.61,54.30,52.15,52.15,50.39,51.95,45.90,52.15,47.46,47.07,51.17,52.73,54.49,54.10,51.95,53.52,50.78,50.78,54.10,51.17,55.08,55.66,55.66,50.78,51.17,56.64,49.80,54.10,51.76,52.54,50.98,51.76,52.73,39.84,54.30,57.42,100.00,50.39,51.37,54.88,53.32,52.93,54.30,54.30,51.76,52.54,51.95,51.56,50.00,53.71,53.32
50.00,54.49,51.56,50.20,48.24,52.54,53.91,50.78,50.78,55.66,54.49,49.02,51.76,51.95,50.78,48.83,49.61,53.32,54.88,53.71,51.76,54.49,52.73,50.39,50.00,50.20,50.98,48.24,49.41,49.61,51.76,52.34,49.41,52.34,48.44,51.76,50.20,51.76,50.78,49.41,51.56,51.17,48.63,50.20,51.37,52.93,52.54,52.15,49.02,53.91,49.80,54.88,47.66,52.15,51.17,51.56,50.00,52.34,53.91,48.05,49.02,54.30,50.20,50.00,50.39,53.71,48.44,52.73,47.27,48.63,50.00,48.83,53.91,48.63,50.00,50.00,47.07,50.78,50.59,52.93,53.71,51.95,50.39,49.80,48.05,54.69,45.90,48.05,50.39,50.20,51.37,52.34,48.24,50.78,51.37,47.85,50.20,50.20,50.98,54.49,53.52,48.44,50.39,55.08,49.80,50.00,50.98,47.66,49.02,51.37,52.54,36.72,52.73,51.56,50.39,100.00,49.02,50.59,53.32,50.98,51.37,52.34,49.61,52.73,50.78,52.73,48.24,49.80,52.15
49.02,50.78,48.44,50.00,48.63,52.15,50.98,50.78,49.80,49.80,52.15,50.59,50.20,47.85,50.59,49.61,50.00,49.02,49.02,52.73,48.63,53.32,51.76,50.39,50.00,46.48,49.61,46.48,47.66,47.46,50.98,51.56,50.59,48.44,48.44,48.83,52.54,48.83,48.44,50.39,50.20,53.91,49.02,50.59,49.02,50.78,48.44,51.76,50.00,51.37,47.07,50.00,50.39,48.63,52.54,50.98,50.39,47.07,53.32,49.61,50.00,49.61,48.05,49.61,52.93,50.59,52.34,48.24,48.83,51.56,47.85,51.17,52.15,48.24,50.20,53.32,48.63,52.93,47.85,51.56,49.22,48.05,49.80,49.02,47.07,52.54,45.90,46.88,49.41,50.39,48.05,54.10,47.07,49.22,49.22,48.63,50.20,47.27,50.98,53.12,53.71,51.17,49.02,50.78,50.78,49.41,49.22,49.02,48.05,48.44,52.15,38.09,52.34,49.22,51.37,49.02,100.00,51.95,53.12,51.17,52.93,49.80,49.02,52.15,50.78,49.22,48.63,49.61,49.41
55.27,52.54,52.73,52.93,52.54,55.08,53.12,53.12,52.93,54.10,55.08,54.69,54.30,51.76,52.34,53.32,54.10,57.03,55.47,52.73,52.73,56.64,52.73,54.10,53.32,49.02,50.78,48.83,49.41,53.12,54.49,56.25,55.66,54.10,48.63,56.64,54.10,52.73,51.76,52.54,58.01,56.64,56.05,53.32,53.71,55.86,52.15,51.17,53.32,54.49,50.00,53.12,51.17,53.71,52.93,52.34,52.15,51.37,55.08,57.03,52.93,52.93,50.39,51.76,55.47,55.66,55.86,53.32,52.34,51.95,52.93,53.71,53.32,52.93,51.37,54.88,55.27,58.20,51.17,57.03,54.30,52.73,51.95,51.76,48.05,54.69,49.02,49.22,50.39,53.32,50.98,56.05,53.12,54.30,51.76,50.39,55.86,50.39,54.10,55.47,57.62,55.08,50.39,53.12,53.71,52.93,54.69,54.30,50.98,53.32,57.23,41.02,54.88,57.03,54.88,50.59,51.95,100.00,56.05,53.71,54.69,53.32,51.76,51.37,56.05,54.10,52.15,56.45,55.08
56.25,56.64,51.76,56.45,53.52,54.69,55.47,51.56,52.73,54.69,57.62,56.45,53.71,49.61,54.30,50.20,53.32,55.66,55.47,56.05,53.52,55.08,57.03,56.05,56.84,50.59,51.56,50.20,51.17,54.69,57.03,56.64,52.73,53.32,50.98,56.25,54.49,53.32,55.47,53.52,58.59,57.03,57.81,55.86,55.86,57.03,51.17,53.12,57.62,56.05,50.59,57.03,51.17,55.27,57.42,55.08,54.49,51.95,53.52,53.32,53.91,50.98,46.48,52.54,56.64,55.27,57.42,53.91,54.30,54.49,55.86,53.52,54.69,53.91,55.08,58.20,49.41,59.38,50.78,55.27,51.37,53.91,50.78,53.71,47.07,55.47,51.37,50.39,54.30,55.66,53.32,55.86,54.69,55.08,52.73,50.20,54.88,52.34,54.69,56.25,57.62,52.73,53.71,55.86,52.34,57.23,56.45,51.95,54.10,53.12,55.27,42.77,57.23,53.12,53.32,53.32,53.12,56.05,100.00,55.27,51.95,55.47,58.40,53.71,52.54,54.10,53.32,56.25,54.30
50.78,51.56,49.80,52.93,52.15,52.34,50.59,51.56,53.91,49.61,53.12,53.91,54.10,50.98,50.78,50.39,50.20,55.66,51.56,52.34,49.41,53.52,53.91,51.95,50.39,51.95,50.39,48.24,51.76,52.34,52.54,52.93,53.71,50.98,50.39,52.54,50.59,51.76,52.93,52.54,53.32,51.56,55.66,52.54,51.76,53.52,51.37,51.95,53.32,51.76,53.52,51.95,52.93,51.37,55.47,51.95,51.17,52.73,53.71,52.93,50.78,55.27,49.61,49.80,55.47,53.91,55.86,53.12,49.02,50.98,51.76,51.17,52.34,54.49,51.76,53.32,50.39,51.76,52.34,52.54,50.20,50.39,51.56,54.30,47.85,51.56,47.85,49.80,48.63,51.56,50.78,53.12,50.20,50.98,52.93,50.00,51.37,49.61,52.15,51.56,55.08,50.20,52.93,53.32,53.12,50.00,49.41,49.02,50.00,50.78,51.95,41.99,52.54,54.49,52.93,50.98,51.17,53.71,55.27,100.00,49.22,54.88,53.52,50.20,52.54,53.52,50.98,53.71,51.95
